Date,Open,High,Low,Close,Volume
2018/1/26 下午 4:00:00,284.25,286.63,283.96,286.58,107743119
2018/1/29 下午 4:00:00,285.93,286.43,284.5,284.68,90118337
2018/1/30 下午 4:00:00,282.6,284.74,281.22,281.76,131796419
2018/1/31 下午 4:00:00,282.73,283.3,280.68,281.9,118948131
2018/2/1 下午 4:00:00,281.07,283.06,280.68,281.58,90102470
2018/2/2 下午 4:00:00,280.08,280.23,275.41,275.45,173174790
2018/2/5 下午 4:00:00,273.45,275.85,263.31,263.93,294681816
2018/2/6 下午 4:00:00,259.94,269.7,258.7,269.13,355026782
2018/2/7 下午 4:00:00,268.5,272.36,267.58,267.67,167376100
2018/2/8 下午 4:00:00,268.01,268.17,257.59,257.63,246449505
2018/2/9 下午 4:00:00,260.8,263.61,252.92,261.5,283565315
2018/2/12 下午 4:00:00,263.83,267.01,261.66,265.34,143735976
2018/2/13 下午 4:00:00,263.97,266.62,263.31,266,81223640
2018/2/14 下午 4:00:00,264.31,270,264.3,269.59,120735685
2018/2/15 下午 4:00:00,271.57,273.04,268.77,273.03,111200286
2018/2/16 下午 4:00:00,272.32,275.32,272.27,273.11,160420135
2018/2/20 下午 4:00:00,272.03,273.67,270.5,271.4,86369662
2018/2/21 下午 4:00:00,271.9,274.72,269.94,270.05,98883740
2018/2/22 下午 4:00:00,271.1,273.05,269.64,270.4,110511290
2018/2/23 下午 4:00:00,271.79,274.71,271.25,274.71,92766428
2018/2/26 下午 4:00:00,275.93,278.01,275.26,277.9,86491406
2018/2/27 下午 4:00:00,278.11,278.92,274.36,274.43,99099165
2018/2/28 下午 4:00:00,275.68,276.19,271.29,271.65,121907767
2018/3/1 下午 4:00:00,271.41,273.17,266,267.7,176855077
2018/3/2 下午 4:00:00,265.8,269.72,264.82,269.08,139083217
2018/3/5 下午 4:00:00,267.73,272.89,267.61,272.19,97307387
2018/3/6 下午 4:00:00,273.3,273.39,271.18,272.88,79213163
2018/3/7 下午 4:00:00,270.42,273.18,270.2,272.78,87063502
2018/3/8 下午 4:00:00,273.55,274.24,272.42,274.1,66901150
2018/3/9 下午 4:00:00,275.7,278.87,275.34,278.87,113625335
2018/3/12 下午 4:00:00,279.2,279.91,278.08,278.52,71924793
2018/3/13 下午 4:00:00,279.84,280.41,276.03,276.72,91968937
2018/3/14 下午 4:00:00,277.81,278.02,274.67,275.3,105895079
2018/3/15 下午 4:00:00,275.88,276.61,274.43,275,83433038
2018/3/16 下午 4:00:00,274.5,275.39,274.14,274.2,100343673
2018/3/19 下午 4:00:00,273.35,274.4,268.62,270.49,109208442
2018/3/20 下午 4:00:00,270.94,271.67,270.18,270.95,59757271
2018/3/21 下午 4:00:00,270.9,273.27,270.19,270.43,78709578
2018/3/22 下午 4:00:00,267.91,268.87,263.36,263.67,148785916
2018/3/23 下午 4:00:00,264.17,265.02,257.83,258.05,183534751
2018/3/26 下午 4:00:00,262.13,265.43,259.41,265.11,141956102
2018/3/27 下午 4:00:00,266.17,266.77,258.84,260.6,129941445
2018/3/28 下午 4:00:00,260.75,262.64,258.58,259.83,146452306
2018/3/29 下午 4:00:00,261.12,265.26,259.84,263.15,124244790
2018/4/2 下午 4:00:00,262.55,263.13,254.67,257.47,186286343
2018/4/3 下午 4:00:00,258.87,261.31,256.84,260.77,119956861
2018/4/4 下午 4:00:00,256.75,264.36,256.6,263.56,123715339
2018/4/5 下午 4:00:00,265.55,266.64,264.32,265.64,82652618
2018/4/6 下午 4:00:00,263.42,265.11,258,259.72,179521209
2018/4/9 下午 4:00:00,261.37,264.84,259.94,261,105442932
2018/4/10 下午 4:00:00,264.27,266.04,262.98,265.15,105573736
2018/4/11 下午 4:00:00,263.47,265.64,263.39,263.76,91140243
2018/4/12 下午 4:00:00,265.26,267,265.06,265.93,68890480
2018/4/13 下午 4:00:00,267.41,267.54,264.01,265.15,85079176
2018/4/16 下午 4:00:00,267,268.2,266.07,267.33,63405287
2018/4/17 下午 4:00:00,269.33,270.87,268.75,270.19,64682036
2018/4/18 下午 4:00:00,270.69,271.3,269.87,270.39,57303857
2018/4/19 下午 4:00:00,269.65,269.88,267.72,268.89,77655909
2018/4/20 下午 4:00:00,268.81,269.06,265.61,266.61,99953133
2018/4/23 下午 4:00:00,267.26,267.89,265.35,266.57,65557954
2018/4/24 下午 4:00:00,267.73,267.98,261.28,262.98,112885452
2018/4/25 下午 4:00:00,262.91,264.13,260.85,263.63,103840948
2018/4/26 下午 4:00:00,264.79,267.25,264.29,266.31,67731942
2018/4/27 下午 4:00:00,267,267.34,265.5,266.56,57053647
2018/4/30 下午 4:00:00,267.26,267.89,264.43,264.51,82182324
2018/5/1 下午 4:00:00,263.87,265.1,262.11,264.98,74203365
2018/5/2 下午 4:00:00,264.76,265.68,262.76,263.2,86368943
2018/5/3 下午 4:00:00,262.26,263.36,259.05,262.62,136311479
2018/5/4 下午 4:00:00,261.52,266.79,261.15,266.02,91222075
2018/5/7 下午 4:00:00,266.89,268.02,266.11,266.92,55304907
2018/5/8 下午 4:00:00,266.5,267.33,265.15,266.92,67499247
2018/5/9 下午 4:00:00,267.68,269.87,267.09,269.5,59666143
2018/5/10 下午 4:00:00,270.34,272.39,270.22,272.02,72063931
2018/5/11 下午 4:00:00,272.16,273.15,271.58,272.85,59871511
2018/5/14 下午 4:00:00,273.34,274.08,272.36,272.98,54790606
2018/5/15 下午 4:00:00,271.59,271.61,270.03,271.1,87036136
2018/5/16 下午 4:00:00,271.14,272.76,271.11,272.24,53942631
2018/5/17 下午 4:00:00,271.94,273.23,271.13,272.01,56536400
2018/5/18 下午 4:00:00,271.62,272.03,270.93,271.33,64367959
2018/5/21 下午 4:00:00,273.01,273.98,271.35,273.37,58025875
2018/5/22 下午 4:00:00,273.96,274.25,272.24,272.61,52966358
2018/5/23 下午 4:00:00,271.17,273.39,270.99,273.36,64694184
2018/5/24 下午 4:00:00,272.91,273.22,270.78,272.8,76043827
2018/5/25 下午 4:00:00,272.15,272.86,271.58,272.15,56374755
2018/5/29 下午 4:00:00,270.31,271.17,267.76,269.02,115908607
2018/5/30 下午 4:00:00,270.5,273.11,270.42,272.61,69678449
2018/5/31 下午 4:00:00,270.5,273.11,270.42,272.61,1843901
2018/6/1 下午 4:00:00,272.41,273.94,272.33,273.6,71258411
2018/6/4 下午 4:00:00,274.53,275.19,274.26,274.9,45385166
2018/6/5 下午 4:00:00,275.05,275.53,274.18,275.1,51135038
2018/6/6 下午 4:00:00,275.79,277.52,275.09,277.4,62732215
2018/6/7 下午 4:00:00,277.95,278.28,276.34,277.37,72969402
2018/6/8 下午 4:00:00,276.85,278.25,276.66,278.19,72139719
2018/6/11 下午 4:00:00,278.44,279.37,278.31,278.56,58892515
2018/6/12 下午 4:00:00,279.03,279.33,278.19,278.92,72329028
2018/6/13 下午 4:00:00,279.19,279.48,277.8,278.03,79070610
2018/6/14 下午 4:00:00,279.01,279.33,278.06,278.73,77097620
2018/6/15 下午 4:00:00,276.6,277.51,275.35,277.13,120041562
2018/6/18 下午 4:00:00,275.49,276.7,274.95,276.56,52917581
2018/6/19 下午 4:00:00,274,275.75,273.53,275.5,97531510
2018/6/20 下午 4:00:00,276.27,276.72,275.59,275.97,53785486
2018/6/21 下午 4:00:00,275.96,275.98,273.68,274.24,71061404
2018/6/22 下午 4:00:00,275.66,275.79,274.49,274.74,56612003
2018/6/25 下午 4:00:00,273.44,273.62,269.1,271,137854162
2018/6/26 下午 4:00:00,271.64,272.56,270.79,271.6,68683211
2018/6/27 下午 4:00:00,271.64,272.56,270.79,271.6,2725809
2018/6/28 下午 4:00:00,269.29,271.75,268.49,270.89,76650517
2018/6/29 下午 4:00:00,272.12,273.66,271.15,271.28,97592499
2018/7/2 下午 4:00:00,269.51,272.04,269.24,271.86,63554774
2018/7/3 下午 1:00:00,272.87,272.98,270.42,270.9,42187071
2018/7/5 下午 4:00:00,272.17,273.18,270.96,273.11,56925919
2018/7/6 下午 4:00:00,273.14,275.84,272.71,275.42,66493696
2018/7/9 下午 4:00:00,276.55,277.96,276.5,277.9,50550399
2018/7/10 下午 4:00:00,278.41,279.01,278.08,278.9,51966829
2018/7/11 下午 4:00:00,277.15,278.04,276.52,276.86,77054739
2018/7/12 下午 4:00:00,278.28,279.43,277.6,279.37,60124687
2018/7/13 下午 4:00:00,279.17,279.93,278.66,279.59,48234964
2018/7/16 下午 4:00:00,279.64,279.8,278.84,279.34,48201038
2018/7/17 下午 4:00:00,278.47,280.91,278.41,280.47,52315500
2018/7/18 下午 4:00:00,280.56,281.18,280.06,281.06,44593465
2018/7/19 下午 4:00:00,280.31,280.74,279.46,280,61412117
2018/7/20 下午 4:00:00,279.77,280.48,279.5,279.68,82372729
2018/7/23 下午 4:00:00,279.45,280.43,279.06,280.2,47047565
2018/7/24 下午 4:00:00,281.79,282.56,280.63,281.61,68026935
2018/7/25 下午 4:00:00,281.33,284.37,281.28,284.01,78882927
2018/7/26 下午 4:00:00,283.2,284.11,283.09,283.34,57919495
2018/7/27 下午 4:00:00,283.71,283.82,280.38,281.42,76783177
2018/7/30 下午 4:00:00,281.51,281.69,279.36,279.95,63742508
2018/7/31 下午 4:00:00,280.81,282.02,280.38,281.33,68570493
2018/8/1 下午 4:00:00,281.56,282.13,280.13,280.86,53853326
2018/8/2 下午 4:00:00,279.39,282.58,279.16,282.39,63426363
2018/8/3 下午 4:00:00,282.53,283.66,282.33,283.6,53935386
2018/8/6 下午 4:00:00,283.64,284.99,283.2,284.64,39400887
2018/8/7 下午 4:00:00,285.39,286.01,285.24,285.58,43196646
2018/8/8 下午 4:00:00,285.39,285.91,284.94,285.46,42114551
2018/8/9 下午 4:00:00,285.53,285.97,284.92,285.07,35716976
2018/8/10 下午 4:00:00,283.45,284.06,282.36,283.16,77076044
2018/8/13 下午 4:00:00,283.47,284.16,281.77,282.1,65732909
2018/8/14 下午 4:00:00,282.92,284.17,282.48,283.9,43842031
2018/8/15 下午 4:00:00,282.38,282.54,280.16,281.78,102925355
2018/8/16 下午 4:00:00,283.4,285.04,283.36,284.06,69967919
2018/8/17 下午 4:00:00,283.83,285.56,283.37,285.06,65618481
2018/8/20 下午 4:00:00,285.57,285.97,285.06,285.67,39807490
2018/8/21 下午 4:00:00,286.25,287.31,285.71,286.34,67271983
2018/8/22 下午 4:00:00,285.88,286.76,285.58,286.17,44993333
2018/8/23 下午 4:00:00,285.97,286.94,285.43,285.79,49204851
2018/8/24 下午 4:00:00,286.44,287.67,286.38,287.51,57487399
2018/8/27 下午 4:00:00,288.86,289.9,288.68,289.78,57072377
2018/8/28 下午 4:00:00,290.3,290.42,289.4,289.92,46943472
2018/8/29 下午 4:00:00,290.16,291.74,289.89,291.48,61485514
2018/8/30 下午 4:00:00,290.94,291.36,289.63,290.3,61229501
2018/8/31 下午 4:00:00,289.84,290.81,289.29,290.31,66140838
2018/9/4 下午 4:00:00,289.84,290.21,288.68,289.81,57594367
2018/9/5 下午 4:00:00,289.41,289.64,287.89,289.03,72452437
2018/9/6 下午 4:00:00,289.15,289.49,287,288.16,65909863
2018/9/7 下午 4:00:00,286.98,288.7,286.71,287.6,73524824
2018/9/10 下午 4:00:00,288.74,289.04,287.88,288.1,50210903
2018/9/11 下午 4:00:00,287.37,289.55,286.98,289.05,50530492
2018/9/12 下午 4:00:00,289.06,289.8,288.23,289.12,59810758
2018/9/13 下午 4:00:00,290.32,291.04,290,290.83,51034222
2018/9/14 下午 4:00:00,291.06,291.27,290,290.88,55079875
2018/9/17 下午 4:00:00,290.82,290.86,289.03,289.34,68244043
2018/9/18 下午 4:00:00,289.58,291.58,289.55,290.91,61930407
2018/9/19 下午 4:00:00,290.97,291.69,290.83,291.22,49080562
2018/9/20 下午 4:00:00,292.64,293.94,291.24,293.58,100360646
2018/9/21 下午 4:00:00,293.09,293.22,291.81,291.99,105479656
2018/9/24 下午 4:00:00,291.34,291.5,290.37,291.02,53409645
2018/9/25 下午 4:00:00,291.53,291.65,290.48,290.75,44370037
2018/9/26 下午 4:00:00,290.91,292.24,289.41,289.88,79739674
2018/9/27 下午 4:00:00,290.41,291.91,290.1,290.69,59249455
2018/9/28 下午 4:00:00,289.99,291.28,289.95,290.72,70091385
2018/10/1 下午 4:00:00,292.11,292.93,290.98,291.73,62078937
2018/10/2 下午 4:00:00,291.56,292.36,291.14,291.56,47258227
2018/10/3 下午 4:00:00,292.74,293.21,291.32,291.72,64694594
2018/10/4 下午 4:00:00,291.18,291.24,287.66,289.44,111545910
2018/10/5 下午 4:00:00,289.69,290.27,286.22,287.82,105951698
2018/10/8 下午 4:00:00,287.05,288.22,285.5,287.82,87742172
2018/10/9 下午 4:00:00,287.39,288.86,286.77,287.4,74338982
2018/10/10 下午 4:00:00,286.83,286.91,277.88,278.3,214731042
2018/10/11 下午 4:00:00,277.08,278.9,270.36,272.17,274840491
2018/10/12 下午 4:00:00,276.77,277.09,272.37,275.95,183186492
2018/10/15 下午 4:00:00,275.55,277.04,274.3,274.4,102263717
2018/10/16 下午 4:00:00,276.6,280.82,276.07,280.4,118255834
2018/10/17 下午 4:00:00,280.44,281.15,277.56,280.45,110625987
2018/10/18 下午 4:00:00,279.4,280.07,274.97,276.4,134557525
2018/10/19 下午 4:00:00,277.13,279.3,275.47,276.25,139901634
2018/10/22 下午 4:00:00,277,277.36,274.41,275.01,82415812
2018/10/23 下午 4:00:00,270.95,274.87,268.61,273.61,146352719
2018/10/24 下午 4:00:00,273.33,273.76,264.7,265.32,177806697
2018/10/25 下午 4:00:00,267.38,271.81,266.23,270.08,138061545
2018/10/26 下午 4:00:00,265.92,271,262.29,265.33,201574596
2018/10/29 下午 4:00:00,268.8,270.25,259.85,263.86,160749101
2018/10/30 下午 4:00:00,263.67,268.12,263.12,267.77,157115995
2018/10/31 下午 4:00:00,270.65,273.23,270.12,270.63,128296325
2018/11/1 下午 4:00:00,271.6,273.73,270.38,273.51,99495037
2018/11/2 下午 4:00:00,274.75,275.23,269.59,271.89,122634107
2018/11/5 下午 4:00:00,272.44,274.01,271.35,273.39,65622482
2018/11/6 下午 4:00:00,273.32,275.3,273.25,275.12,60085894
2018/11/7 下午 4:00:00,277.56,281.1,277.08,281.01,102752099
2018/11/8 下午 4:00:00,280.11,281.22,279.22,280.5,65584886
2018/11/9 下午 4:00:00,279.03,279.24,276.18,277.76,98812561
2018/11/12 下午 4:00:00,277.19,277.46,271.99,272.57,99673574
2018/11/13 下午 4:00:00,273.09,275.33,271.25,272.06,98176610
2018/11/14 下午 4:00:00,274.16,274.61,268.45,270.2,125335931
2018/11/15 下午 4:00:00,268.78,273.54,267.01,273.02,135101437
2018/11/16 下午 4:00:00,271.79,274.75,271.21,273.73,126668040
2018/11/19 下午 4:00:00,273.05,273.38,268.07,269.1,103061706
2018/11/20 下午 4:00:00,265.36,267,263.15,264.12,136021311
2018/11/21 下午 4:00:00,265.86,267.15,265.01,265.02,75563743
2018/11/23 下午 1:00:00,263.18,264.82,263.07,263.25,42807878
2018/11/26 下午 4:00:00,265.78,267.75,265.34,267.5,79981362
2018/11/27 下午 4:00:00,266.34,268.4,265.66,268.4,75502441
2018/11/28 下午 4:00:00,269.6,274.58,268.33,274.58,127629633
2018/11/29 下午 4:00:00,273.71,275.55,272.43,273.98,82346420
2018/11/30 下午 4:00:00,273.81,276.28,273.45,275.65,98204190
2018/12/3 下午 4:00:00,280.28,280.4,277.51,279.3,103017719
2018/12/4 下午 4:00:00,278.37,278.85,269.9,270.25,177986013
2018/12/6 下午 4:00:00,265.92,269.97,262.44,269.84,204185411
2018/12/7 下午 4:00:00,269.46,271.22,262.63,263.57,161018923
2018/12/10 下午 4:00:00,263.37,265.16,258.62,264.07,151445885
2018/12/11 下午 4:00:00,267.66,267.87,262.48,264.13,121504431
2018/12/12 下午 4:00:00,267.47,269,265.37,265.46,97976706
2018/12/13 下午 4:00:00,266.52,267.49,264.12,265.37,96662717
2018/12/14 下午 4:00:00,262.96,264.03,259.85,260.47,116961071
2018/12/17 下午 4:00:00,259.4,260.65,253.53,255.36,165492257
2018/12/18 下午 4:00:00,257.2,257.95,253.28,255.08,134515094
2018/12/19 下午 4:00:00,255.17,259.4,249.35,251.26,214992763
2018/12/20 下午 4:00:00,249.86,251.62,244.65,247.17,252053377
2018/12/21 下午 4:00:00,246.74,249.71,239.98,240.7,255345633
2018/12/24 下午 1:00:00,239.04,240.84,234.27,234.34,147311588
2018/12/26 下午 4:00:00,235.97,246.18,233.76,246.18,218485360
2018/12/27 下午 4:00:00,242.57,248.29,238.96,248.07,186267342
2018/12/28 下午 4:00:00,249.58,251.4,246.45,247.75,153100189
2018/12/31 下午 4:00:00,249.56,250.19,247.47,249.92,144299370
2019/1/2 下午 4:00:00,245.98,251.21,245.95,250.18,126925199
2019/1/3 下午 4:00:00,248.23,248.57,243.67,244.21,144140692
2019/1/4 下午 4:00:00,247.59,253.11,247.17,252.39,142628834
2019/1/7 下午 4:00:00,252.69,255.95,251.69,254.38,103139100
2019/1/8 下午 4:00:00,256.82,257.31,254,256.77,102512587
2019/1/9 下午 4:00:00,257.56,258.91,256.19,257.97,95006554
2019/1/10 下午 4:00:00,256.26,259.16,255.5,258.88,96823923
2019/1/11 下午 4:00:00,257.68,259.01,257.03,258.98,73858110
2019/1/14 下午 4:00:00,256.86,258.3,256.41,257.4,70908227
2019/1/15 下午 4:00:00,257.82,260.7,257.81,260.35,85208271
2019/1/16 下午 4:00:00,260.83,261.97,260.6,260.98,77636710
2019/1/17 下午 4:00:00,260.01,263.92,259.96,262.96,96118435
2019/1/18 下午 4:00:00,264.98,266.98,263,266.46,127900303
2019/1/22 下午 4:00:00,264.82,265.06,261.06,262.86,115531183
2019/1/23 下午 4:00:00,264.01,264.79,260.66,263.41,86030287
2019/1/24 下午 4:00:00,263.21,264.2,262.08,263.55,59204139
2019/1/25 下午 4:00:00,265.61,266.7,263.66,265.78,96883358
2019/1/28 下午 4:00:00,263.39,263.83,261.79,263.76,85613655
2019/1/29 下午 4:00:00,263.92,264.55,262.48,263.41,66136334
2019/1/30 下午 4:00:00,265.1,268.52,264.25,267.58,92473671
2019/1/31 下午 4:00:00,267.51,270.47,267.27,269.93,104012073
2019/2/1 下午 4:00:00,270.15,271.2,269.18,270.06,85782524
2019/2/4 下午 4:00:00,270.11,272.03,269.36,271.96,60744844
2019/2/5 下午 4:00:00,272.44,273.44,271.88,273.1,79552774
2019/2/6 下午 4:00:00,272.79,273.34,271.92,272.74,58347791
2019/2/7 下午 4:00:00,270.94,271.55,268.29,270.14,95481961
2019/2/8 下午 4:00:00,268.75,270.58,267.83,270.47,75788861
2019/2/11 下午 4:00:00,271.2,271.49,270.03,270.62,68021423
2019/2/12 下午 4:00:00,272.42,274.52,272.34,274.1,72270221
2019/2/13 下午 4:00:00,275.03,275.93,274.56,274.99,65277204
2019/2/14 下午 4:00:00,273.78,275.64,272.87,274.38,83234396
2019/2/15 下午 4:00:00,276.36,277.41,276.13,277.37,97088659
2019/2/19 下午 4:00:00,276.48,278.58,276.47,277.85,59120804
2019/2/20 下午 4:00:00,277.81,278.92,277.25,278.41,76610767
2019/2/21 下午 4:00:00,277.7,278.1,276.35,277.42,64214727
2019/2/22 下午 4:00:00,278.11,279.36,277.4,279.14,78114616
2019/2/25 下午 4:00:00,280.73,281.31,279.43,279.52,69030699
2019/2/26 下午 4:00:00,279.13,280.3,278.9,279.32,56844101
2019/2/27 下午 4:00:00,278.52,279.59,277.48,279.2,56921570
2019/2/28 下午 4:00:00,278.96,279.45,278.32,278.68,69268293
2019/3/1 下午 4:00:00,280.44,280.88,278.82,280.42,78880548
2019/3/4 下午 4:00:00,281.6,281.87,276.84,279.4,106494637
2019/3/5 下午 4:00:00,279.54,279.76,278.41,279.02,59114559
2019/3/6 下午 4:00:00,279.15,279.16,276.97,277.33,75039771
2019/3/7 下午 4:00:00,276.83,276.99,274.07,275.01,94885089
2019/3/8 下午 4:00:00,272.94,274.65,272.42,274.46,85795799
2019/3/11 下午 4:00:00,275.26,278.62,275.23,278.44,65098897
2019/3/12 下午 4:00:00,279.06,280.07,278.85,279.49,79667530
2019/3/13 下午 4:00:00,280.48,282.38,280.3,281.34,80639153
2019/3/14 下午 4:00:00,281.37,281.84,280.67,281.16,67518366
2019/3/15 下午 4:00:00,280.54,282.21,280.33,281.31,81308979
2019/3/18 下午 4:00:00,281.55,282.66,281.3,282.33,62199806
2019/3/19 下午 4:00:00,283.51,284.36,281.41,282.4,90268121
2019/3/20 下午 4:00:00,282.16,283.5,280.32,281.55,84609210
2019/3/21 下午 4:00:00,280.64,285.18,280.59,284.73,79550375
2019/3/22 下午 4:00:00,283.22,283.8,279.18,279.25,122659286
2019/3/25 下午 4:00:00,278.87,280.19,277.64,279.04,85575197
2019/3/26 下午 4:00:00,280.99,282.18,279.56,281.12,68125920
2019/3/27 下午 4:00:00,281.11,281.76,277.93,279.65,72224722
2019/3/28 下午 4:00:00,280.35,281.21,279.07,280.71,56238545
2019/3/29 下午 4:00:00,282.39,282.84,281.14,282.48,82186806
2019/4/1 下午 4:00:00,284.7,286.16,284.4,285.83,77617945
2019/4/2 下午 4:00:00,286.04,286.23,285.09,285.97,40070351
2019/4/3 下午 4:00:00,287.32,287.76,285.75,286.42,68243202
2019/4/4 下午 4:00:00,286.78,287.46,286.01,287.18,48997505
2019/4/5 下午 4:00:00,287.92,288.63,287.6,288.57,58621729
2019/4/8 下午 4:00:00,288.1,288.91,287.37,288.79,53566335
2019/4/9 下午 4:00:00,287.72,288.08,286.7,287.31,66142316
2019/4/10 下午 4:00:00,287.77,288.39,287.31,288.29,52601499
2019/4/11 下午 4:00:00,288.83,288.84,287.58,288.21,55093100
2019/4/12 下午 4:00:00,290,290.47,288.26,290.16,69727782
2019/4/15 下午 4:00:00,290.24,290.35,289.08,289.97,49596685
2019/4/16 下午 4:00:00,290.95,291.01,289.5,290.16,52153197
2019/4/17 下午 4:00:00,291.4,291.43,288.99,289.45,58268295
2019/4/18 下午 4:00:00,290.1,290.32,288.66,290.02,68708513
2019/4/22 下午 4:00:00,289.17,290.44,289.07,290.27,40160140
2019/4/23 下午 4:00:00,290.68,293.14,290.42,292.88,52246633
2019/4/24 下午 4:00:00,292.79,293.16,292.07,292.23,50392914
2019/4/25 下午 4:00:00,292.12,292.78,290.73,292.05,57770862
2019/4/26 下午 4:00:00,292.1,293.49,291.24,293.41,50916423
2019/4/29 下午 4:00:00,293.51,294.45,293.41,293.87,57197747
2019/4/30 下午 4:00:00,293.49,294.34,291.92,294.02,81111733
2019/5/1 下午 4:00:00,294.72,294.95,291.8,291.81,71671870
2019/5/2 下午 4:00:00,291.68,292.7,289.52,291.18,65030170
2019/5/3 下午 4:00:00,292.82,294.34,291.3,294.03,56543653
2019/5/6 下午 4:00:00,289.25,293.31,288.9,292.82,107198069
2019/5/7 下午 4:00:00,290.15,290.81,285.81,287.93,144729908
2019/5/8 下午 4:00:00,287.53,289.43,286.87,287.53,91568287
2019/5/9 下午 4:00:00,285.23,287.33,283.3,286.66,103471104
2019/5/10 下午 4:00:00,285.62,288.94,282.3,288.1,112429293
2019/5/13 下午 4:00:00,282.42,283.49,279.93,280.86,127290527
2019/5/14 下午 4:00:00,281.99,285.1,281.85,283.4,77003230
2019/5/15 下午 4:00:00,281.59,285.77,281.36,285.06,73956407
2019/5/16 下午 4:00:00,285.84,289.21,285.76,287.7,76749643
2019/5/17 下午 4:00:00,285.14,288.6,285.12,285.84,100353024
2019/5/20 下午 4:00:00,284.06,285.43,283.12,283.95,62877610
2019/5/21 下午 4:00:00,285.83,286.93,285.55,286.51,46847085
2019/5/22 下午 4:00:00,285.45,286.69,285.1,285.63,49482472
2019/5/23 下午 4:00:00,283.16,283.21,280.57,282.14,98733847
2019/5/24 下午 4:00:00,283.74,284.2,282.09,282.78,55268095
2019/5/28 下午 4:00:00,283.09,284.15,280.13,280.15,70029356
2019/5/29 下午 4:00:00,278.91,279.36,276.71,278.27,104972927
2019/5/30 下午 4:00:00,279.11,280.04,277.81,279.03,62523780
2019/5/31 下午 4:00:00,276.2,277.12,275.24,275.27,86862782
2019/6/3 下午 4:00:00,275.31,276.55,273.09,274.57,96427952
2019/6/4 下午 4:00:00,277.12,280.68,276.62,280.53,77231889
2019/6/5 下午 4:00:00,282.33,282.99,280.32,282.96,71169717
2019/6/6 下午 4:00:00,283.29,285.55,282.57,284.8,69430381
2019/6/7 下午 4:00:00,285.93,288.85,285.74,287.65,74272199
2019/6/10 下午 4:00:00,289.37,290.82,288.87,288.97,60799053
2019/6/11 下午 4:00:00,290.99,291.4,288.18,288.9,58641325
2019/6/12 下午 4:00:00,288.64,289.26,287.82,288.39,47096312
2019/6/13 下午 4:00:00,289.4,289.98,288.62,289.58,48945156
2019/6/14 下午 4:00:00,289.26,289.93,288.41,289.26,52324716
2019/6/17 下午 4:00:00,289.52,290.22,289.18,289.37,39205709
2019/6/18 下午 4:00:00,291.39,293.57,290.99,292.4,85434823
2019/6/19 下午 4:00:00,292.55,293.65,291.47,293.06,78674377
2019/6/20 下午 4:00:00,296.04,296.31,293.13,295.86,116570017
2019/6/21 下午 4:00:00,294.13,295.52,293.76,294,83309466
2019/6/24 下午 4:00:00,294.23,294.58,293.47,293.64,47582730
2019/6/25 下午 4:00:00,293.7,293.73,290.64,290.76,82028656
2019/6/26 下午 4:00:00,291.75,292.31,290.35,290.47,51584902
2019/6/27 下午 4:00:00,291.31,292.06,290.89,291.5,40355239
2019/6/28 下午 4:00:00,292.58,293.55,292.01,293,59350929
2019/7/1 下午 4:00:00,296.68,296.92,294.33,295.66,79107474
2019/7/2 下午 4:00:00,295.61,296.49,294.68,296.43,61504544
2019/7/3 下午 1:00:00,297.18,298.82,297.02,298.8,40898896
2019/7/5 下午 4:00:00,297.44,298.64,296.01,298.46,51677326
2019/7/8 下午 4:00:00,297.01,298.26,296.22,296.82,45841772
2019/7/9 下午 4:00:00,295.54,297.52,295.48,297.19,41101279
2019/7/10 下午 4:00:00,298.37,299.66,297.78,298.61,58595558
2019/7/11 下午 4:00:00,299.32,299.58,298.2,299.31,50889481
2019/7/12 下午 4:00:00,299.85,300.73,299.51,300.65,40354410
2019/7/15 下午 4:00:00,301.13,301.13,300.19,300.75,33910261
2019/7/16 下午 4:00:00,300.65,300.88,299.44,299.71,40567964
2019/7/17 下午 4:00:00,299.75,299.93,297.74,297.74,44102443
2019/7/18 下午 4:00:00,297.19,299.25,296.7,298.83,51701687
2019/7/19 下午 4:00:00,300.04,300.07,296.96,297.17,71081238
2019/7/22 下午 4:00:00,297.61,298.5,297.04,297.9,43687404
2019/7/23 下午 4:00:00,299.14,300.03,298.22,300.03,44657973
2019/7/24 下午 4:00:00,299.19,301.44,299.09,301.44,47213232
2019/7/25 下午 4:00:00,300.94,301,299.11,300,55394092
2019/7/26 下午 4:00:00,300.76,302.23,300.62,302.01,45084077
2019/7/29 下午 4:00:00,301.88,301.93,300.85,301.46,38126462
2019/7/30 下午 4:00:00,299.91,301.17,299.49,300.72,45849045
2019/7/31 下午 4:00:00,300.99,301.2,295.2,297.43,104245162
2019/8/1 下午 4:00:00,297.6,300.87,293.96,294.84,142646576
2019/8/2 下午 4:00:00,293.85,294.12,290.9,292.62,116749695
2019/8/5 下午 4:00:00,288.09,288.21,281.72,283.82,178745449
2019/8/6 下午 4:00:00,285.91,288.04,284.28,287.8,120711682
2019/8/7 下午 4:00:00,284.4,288.82,282.04,287.97,140572265
2019/8/8 下午 4:00:00,289.62,293.62,289.01,293.62,87713904
2019/8/9 下午 4:00:00,292.58,293.24,289.65,291.62,93729958
2019/8/12 下午 4:00:00,289.96,291.61,287.02,288.07,65527632
2019/8/13 下午 4:00:00,287.74,294.15,287.36,292.55,94792972
